Year,Job_Title,Industry,Automation_Risk,AI_Adoption,Degree_Required,Salary_USD,Experience_Years,Skill_Score,Remote_Work,Job_Demand_Index,Skills
2020,Paralegal,Legal,69.2,Medium,No,67605,10,60.0,No,59.0,"Compliance, MS Office, Documentation"
2020,Paralegal,Legal,62.1,Medium,No,49993,4,80.0,No,65.8,"Legal Research, MS Office, Documentation, Filing"
2020,Paralegal,Legal,76.3,Medium,No,53065,4,40.0,No,84.0,"MS Office, Filing"
2020,Paralegal,Legal,63.0,Medium,No,60305,2,40.0,No,51.8,"Documentation, MS Office"
2020,Paralegal,Legal,57.6,Medium,No,60741,4,60.0,No,67.3,"Documentation, MS Office, Filing"
2020,Paralegal,Legal,72.9,Medium,No,52731,4,80.0,Yes,53.2,"Documentation, Filing, Compliance, Legal Research"
2020,Paralegal,Legal,57.3,Medium,No,50769,5,100.0,No,80.8,"Legal Research, Documentation, MS Office, Filing, Compliance"
2020,Paralegal,Legal,60.4,Medium,No,50551,5,60.0,No,56.6,"MS Office, Documentation, Compliance"
2020,Paralegal,Legal,59.0,Medium,No,58450,8,60.0,No,52.5,"Legal Research, Filing, Compliance"
2020,Paralegal,Legal,60.6,Medium,No,56453,2,100.0,No,55.1,"MS Office, Legal Research, Filing, Documentation, Compliance"
2020,Paralegal,Legal,60.1,Medium,No,49282,6,80.0,Yes,86.6,"Documentation, MS Office, Filing, Compliance"
2020,Paralegal,Legal,66.2,Medium,No,51557,9,80.0,No,67.5,"Compliance, Filing, MS Office, Legal Research"
2020,Paralegal,Legal,65.2,Medium,No,57780,6,40.0,No,86.5,"Compliance, Legal Research"
2020,Paralegal,Legal,55.1,Medium,No,59016,8,40.0,No,77.5,"Filing, MS Office"
2020,Paralegal,Legal,56.8,Medium,No,62158,2,40.0,Yes,77.0,"Filing, MS Office"
2020,Paralegal,Legal,64.7,Medium,No,41516,0,60.0,No,68.3,"MS Office, Legal Research, Filing"
2020,Paralegal,Legal,58.0,Medium,No,52866,8,100.0,No,58.5,"MS Office, Documentation, Compliance, Legal Research, Filing"
2020,Cybersecurity Analyst,Technology,24.6,High,Yes,86418,3,80.0,No,111.1,"Firewalls, Network Security, SIEM, Ethical Hacking"
2020,Cybersecurity Analyst,Technology,16.6,High,Yes,102747,3,40.0,No,81.2,"Firewalls, Network Security"
2020,Cybersecurity Analyst,Technology,20.6,High,Yes,102574,8,80.0,No,89.4,"SIEM, Firewalls, Ethical Hacking, Python"
2020,Cybersecurity Analyst,Technology,21.3,High,Yes,80081,1,40.0,No,80.6,"SIEM, Python"
2020,Cybersecurity Analyst,Technology,9.3,High,Yes,119011,9,40.0,No,91.3,"Network Security, SIEM"
2020,Cybersecurity Analyst,Technology,15.1,High,Yes,80207,4,40.0,No,109.6,"Python, Firewalls"
2020,Cybersecurity Analyst,Technology,15.9,High,Yes,105533,3,100.0,No,119.0,"Python, Firewalls, Network Security, SIEM, Ethical Hacking"
2020,Cybersecurity Analyst,Technology,11.4,High,Yes,97435,0,40.0,No,112.3,"Ethical Hacking, Firewalls"
2020,Cybersecurity Analyst,Technology,11.3,High,Yes,96805,9,60.0,No,118.9,"Firewalls, Ethical Hacking, SIEM"
2020,Cybersecurity Analyst,Technology,23.1,High,Yes,90971,7,100.0,No,111.8,"Python, SIEM, Ethical Hacking, Network Security, Firewalls"
2020,Cybersecurity Analyst,Technology,16.2,High,Yes,105042,6,40.0,No,111.6,"Python, SIEM"
2020,Cybersecurity Analyst,Technology,24.7,High,Yes,109787,4,40.0,No,105.8,"SIEM, Ethical Hacking"
2020,Cybersecurity Analyst,Technology,16.8,High,Yes,105481,5,40.0,Yes,115.8,"Network Security, Python"
2020,Cybersecurity Analyst,Technology,9.8,High,Yes,103734,2,80.0,No,85.1,"Python, Ethical Hacking, SIEM, Firewalls"
2020,Cybersecurity Analyst,Technology,25.7,High,Yes,112127,3,80.0,No,91.5,"Python, Firewalls, SIEM, Ethical Hacking"
2020,Cybersecurity Analyst,Technology,14.4,High,Yes,95979,7,80.0,Yes,119.8,"Python, Firewalls, Ethical Hacking, Network Security"
2020,Cybersecurity Analyst,Technology,6.7,High,Yes,103359,4,40.0,Yes,89.2,"SIEM, Python"
2020,Cybersecurity Analyst,Technology,22.9,High,Yes,106572,4,40.0,No,110.8,"Python, Ethical Hacking"
2020,Cybersecurity Analyst,Technology,19.0,High,Yes,102496,5,100.0,No,102.5,"SIEM, Firewalls, Network Security, Ethical Hacking, Python"
2020,Cybersecurity Analyst,Technology,20.5,High,Yes,95387,6,40.0,No,94.0,"Firewalls, SIEM"
2020,Cybersecurity Analyst,Technology,21.5,High,Yes,124984,4,40.0,No,84.4,"SIEM, Network Security"
2020,Cybersecurity Analyst,Technology,11.0,High,Yes,111850,1,60.0,No,93.3,"Python, SIEM, Network Security"
2020,Cybersecurity Analyst,Technology,23.3,High,Yes,97419,8,100.0,No,99.0,"Network Security, Python, Ethical Hacking, Firewalls, SIEM"
2020,Cybersecurity Analyst,Technology,20.5,High,Yes,116468,9,40.0,No,107.8,"SIEM, Network Security"
2020,Cybersecurity Analyst,Technology,19.6,High,Yes,108126,5,60.0,No,119.0,"Network Security, SIEM, Python"
2020,Cybersecurity Analyst,Technology,12.9,High,Yes,106946,5,40.0,No,107.7,"Python, Ethical Hacking"
2020,Cybersecurity Analyst,Technology,19.9,High,Yes,110784,4,40.0,Yes,99.2,"Ethical Hacking, Python"
2020,Cybersecurity Analyst,Technology,18.3,High,Yes,104996,8,80.0,No,81.2,"Network Security, SIEM, Firewalls, Ethical Hacking"
2020,Cybersecurity Analyst,Technology,20.0,High,Yes,105817,4,80.0,Yes,93.6,"Ethical Hacking, SIEM, Firewalls, Python"
2020,Cybersecurity Analyst,Technology,23.8,High,Yes,112088,8,40.0,No,98.6,"SIEM, Ethical Hacking"
2020,Cybersecurity Analyst,Technology,10.2,High,Yes,92652,3,40.0,No,112.9,"Firewalls, Python"
2020,Cybersecurity Analyst,Technology,13.1,High,Yes,121430,3,60.0,No,113.4,"Ethical Hacking, Firewalls, Network Security"
2020,Cybersecurity Analyst,Technology,21.9,High,Yes,96994,11,40.0,No,85.3,"Ethical Hacking, Network Security"
2020,Cybersecurity Analyst,Technology,6.5,High,Yes,96913,9,100.0,No,98.0,"Firewalls, Python, SIEM, Network Security, Ethical Hacking"
2020,Cybersecurity Analyst,Technology,22.1,High,Yes,122905,0,80.0,No,103.0,"SIEM, Firewalls, Network Security, Python"
2020,Cybersecurity Analyst,Technology,16.6,High,Yes,118893,7,100.0,No,103.8,"SIEM, Network Security, Firewalls, Python, Ethical Hacking"
2020,Cybersecurity Analyst,Technology,21.4,High,Yes,109625,1,100.0,No,94.7,"Firewalls, SIEM, Network Security, Ethical Hacking, Python"
2020,Cybersecurity Analyst,Technology,29.0,High,Yes,85612,4,80.0,No,82.7,"Firewalls, Network Security, Ethical Hacking, Python"
2020,Cybersecurity Analyst,Technology,16.3,High,Yes,107127,6,100.0,No,90.1,"SIEM, Network Security, Firewalls, Ethical Hacking, Python"
2020,Cybersecurity Analyst,Technology,14.5,High,Yes,109143,1,40.0,No,85.2,"Firewalls, Python"
2020,Cybersecurity Analyst,Technology,11.5,High,Yes,96621,8,100.0,No,90.8,"Ethical Hacking, Python, SIEM, Network Security, Firewalls"
2020,DevOps Engineer,Technology,17.5,High,Yes,88790,6,60.0,No,84.7,"Docker, Cloud, Linux"
2020,DevOps Engineer,Technology,23.9,High,Yes,107180,5,60.0,No,118.3,"Kubernetes, Linux, Docker"
2020,DevOps Engineer,Technology,23.9,High,Yes,127899,6,40.0,No,97.5,"Docker, Kubernetes"
2020,DevOps Engineer,Technology,26.7,High,Yes,117352,9,80.0,No,80.1,"CI/CD, Kubernetes, Docker, Linux"
2020,DevOps Engineer,Technology,22.6,High,Yes,114828,7,80.0,No,80.7,"CI/CD, Cloud, Docker, Linux"
2020,DevOps Engineer,Technology,17.2,High,Yes,92044,1,40.0,No,97.0,"Linux, CI/CD"
2020,DevOps Engineer,Technology,20.9,High,Yes,102503,6,40.0,No,98.1,"Linux, Cloud"
2020,DevOps Engineer,Technology,28.0,High,Yes,103458,0,40.0,No,84.3,"Cloud, CI/CD"
2020,DevOps Engineer,Technology,15.0,High,Yes,116261,9,80.0,Yes,95.6,"Kubernetes, Cloud, Linux, Docker"
2020,DevOps Engineer,Technology,19.2,High,Yes,96193,8,60.0,No,106.4,"Docker, Cloud, CI/CD"
2020,DevOps Engineer,Technology,24.7,High,Yes,103782,6,40.0,No,96.2,"Docker, Kubernetes"
2020,DevOps Engineer,Technology,25.1,High,Yes,110351,7,80.0,No,83.2,"Kubernetes, CI/CD, Cloud, Docker"
2020,DevOps Engineer,Technology,23.7,High,Yes,104218,6,60.0,No,90.7,"Cloud, Linux, Docker"
2020,DevOps Engineer,Technology,19.6,High,Yes,94232,4,80.0,No,84.2,"Kubernetes, Linux, CI/CD, Cloud"
2020,DevOps Engineer,Technology,21.1,High,Yes,105836,9,80.0,No,85.8,"Kubernetes, Docker, CI/CD, Cloud"
2020,DevOps Engineer,Technology,30.6,High,Yes,130969,5,80.0,Yes,99.9,"Docker, Linux, Cloud, CI/CD"
2020,DevOps Engineer,Technology,11.2,High,Yes,129182,4,80.0,No,105.6,"Kubernetes, Cloud, CI/CD, Docker"
2020,DevOps Engineer,Technology,28.0,High,Yes,105092,5,40.0,No,90.4,"Docker, Linux"
2020,DevOps Engineer,Technology,20.7,High,Yes,104070,3,60.0,No,102.2,"Linux, Docker, Cloud"
2020,DevOps Engineer,Technology,15.5,High,Yes,89161,8,40.0,No,98.0,"Kubernetes, Docker"
2020,DevOps Engineer,Technology,10.8,High,Yes,98490,3,80.0,No,100.0,"Linux, CI/CD, Docker, Cloud"
2020,DevOps Engineer,Technology,20.9,High,Yes,114004,4,80.0,No,81.4,"Docker, Cloud, Kubernetes, CI/CD"
2020,DevOps Engineer,Technology,25.1,High,Yes,110050,1,60.0,No,117.9,"Docker, Cloud, Linux"
2020,DevOps Engineer,Technology,22.0,High,Yes,91445,1,80.0,Yes,80.4,"Docker, Kubernetes, Linux, CI/CD"
2020,DevOps Engineer,Technology,23.5,High,Yes,114744,0,100.0,No,92.4,"Linux, CI/CD, Cloud, Docker, Kubernetes"
2020,DevOps Engineer,Technology,16.4,High,Yes,80492,8,60.0,No,90.5,"Linux, Kubernetes, CI/CD"
2020,DevOps Engineer,Technology,14.6,High,Yes,106589,4,60.0,No,108.7,"Linux, Docker, Kubernetes"
2020,DevOps Engineer,Technology,31.7,High,Yes,107695,4,40.0,No,108.0,"Cloud, CI/CD"
2020,DevOps Engineer,Technology,27.2,High,Yes,120834,8,100.0,No,91.4,"Docker, Linux, Kubernetes, CI/CD, Cloud"
2020,DevOps Engineer,Technology,8.1,High,Yes,94151,4,80.0,No,96.8,"Linux, Cloud, CI/CD, Docker"
2020,DevOps Engineer,Technology,17.0,High,Yes,91932,6,60.0,No,113.3,"Docker, Linux, Cloud"
2020,DevOps Engineer,Technology,29.8,High,Yes,99262,5,80.0,No,86.6,"Kubernetes, CI/CD, Linux, Docker"
2020,DevOps Engineer,Technology,21.1,High,Yes,114349,5,80.0,No,102.2,"Docker, Kubernetes, CI/CD, Cloud"
2020,DevOps Engineer,Technology,18.6,High,Yes,117215,8,80.0,No,80.6,"Cloud, Docker, Linux, CI/CD"
2020,DevOps Engineer,Technology,15.6,High,Yes,107692,4,100.0,Yes,108.7,"Docker, CI/CD, Kubernetes, Cloud, Linux"
2020,DevOps Engineer,Technology,21.7,High,Yes,93716,2,100.0,Yes,102.1,"CI/CD, Docker, Cloud, Kubernetes, Linux"
2020,DevOps Engineer,Technology,26.3,High,Yes,109723,2,80.0,No,113.8,"CI/CD, Kubernetes, Cloud, Docker"
2020,DevOps Engineer,Technology,18.1,High,Yes,116434,0,100.0,No,85.1,"Docker, Cloud, CI/CD, Linux, Kubernetes"
2020,DevOps Engineer,Technology,20.8,High,Yes,89617,2,100.0,Yes,106.2,"Cloud, Linux, Docker, CI/CD, Kubernetes"
2020,DevOps Engineer,Technology,26.6,High,Yes,98223,3,40.0,No,89.7,"CI/CD, Cloud"
2020,DevOps Engineer,Technology,27.9,High,Yes,97082,10,40.0,Yes,101.0,"Kubernetes, Linux"
2020,DevOps Engineer,Technology,22.6,High,Yes,104845,10,60.0,No,100.2,"Docker, CI/CD, Linux"
2020,DevOps Engineer,Technology,15.2,High,Yes,113193,6,100.0,No,106.0,"Cloud, Docker, Linux, CI/CD, Kubernetes"
2020,DevOps Engineer,Technology,16.1,High,Yes,107136,6,40.0,No,81.4,"Docker, CI/CD"
2020,DevOps Engineer,Technology,19.9,High,Yes,98376,4,100.0,No,87.0,"Kubernetes, Cloud, Docker, CI/CD, Linux"
2020,DevOps Engineer,Technology,18.2,High,Yes,106458,4,40.0,No,80.8,"Docker, Cloud"
2020,DevOps Engineer,Technology,24.6,High,Yes,114139,11,60.0,No,87.8,"CI/CD, Docker, Cloud"
2020,DevOps Engineer,Technology,22.4,High,Yes,108468,3,40.0,Yes,104.6,"Linux, Cloud"
2020,DevOps Engineer,Technology,23.6,High,Yes,116656,5,60.0,No,95.7,"Docker, Cloud, Kubernetes"
2020,DevOps Engineer,Technology,30.0,High,Yes,117851,0,80.0,No,84.6,"Docker, Kubernetes, Linux, CI/CD"
2020,DevOps Engineer,Technology,17.3,High,Yes,105339,5,40.0,No,113.0,"Linux, Docker"
2020,DevOps Engineer,Technology,22.3,High,Yes,100525,3,60.0,No,100.8,"Linux, Cloud, Kubernetes"
2020,DevOps Engineer,Technology,16.3,High,Yes,115332,10,80.0,Yes,97.0,"Kubernetes, CI/CD, Cloud, Linux"
2020,DevOps Engineer,Technology,21.3,High,Yes,96723,0,60.0,No,94.9,"Kubernetes, Linux, Docker"
2020,DevOps Engineer,Technology,25.1,High,Yes,128293,2,100.0,No,95.0,"CI/CD, Docker, Kubernetes, Cloud, Linux"
2020,DevOps Engineer,Technology,18.1,High,Yes,98155,4,100.0,Yes,118.1,"CI/CD, Kubernetes, Linux, Docker, Cloud"
2020,DevOps Engineer,Technology,11.5,High,Yes,105557,7,40.0,No,114.1,"Kubernetes, CI/CD"
2020,DevOps Engineer,Technology,35.6,High,Yes,104330,2,40.0,No,116.6,"Docker, Linux"
2020,DevOps Engineer,Technology,15.0,High,Yes,106077,4,80.0,No,84.5,"Docker, Kubernetes, CI/CD, Cloud"
2020,AI Researcher,Technology,5.1,High,Yes,132123,8,60.0,No,80.9,"Mathematics, Research, PyTorch"
2020,AI Researcher,Technology,5.3,High,Yes,142203,9,40.0,Yes,92.7,"Mathematics, Research"
2020,AI Researcher,Technology,5.0,High,Yes,139102,2,60.0,No,103.0,"Mathematics, Research, Deep Learning"
2020,AI Researcher,Technology,8.3,High,Yes,121517,3,80.0,No,112.5,"Python, Deep Learning, Research, PyTorch"
2020,AI Researcher,Technology,7.5,High,Yes,130069,3,60.0,No,113.4,"PyTorch, Python, Research"
2020,AI Researcher,Technology,17.7,High,Yes,122148,1,100.0,No,109.9,"PyTorch, Research, Mathematics, Python, Deep Learning"
2020,AI Researcher,Technology,5.0,High,Yes,155854,4,100.0,No,84.8,"Deep Learning, Research, Python, PyTorch, Mathematics"
2020,AI Researcher,Technology,6.1,High,Yes,150216,5,60.0,No,93.0,"Python, Mathematics, PyTorch"
2020,AI Researcher,Technology,11.6,High,Yes,125333,7,80.0,No,112.1,"Deep Learning, PyTorch, Python, Mathematics"
2020,AI Researcher,Technology,5.3,High,Yes,132055,5,100.0,No,90.0,"Research, Python, Mathematics, Deep Learning, PyTorch"
2020,AI Researcher,Technology,13.1,High,Yes,151058,6,40.0,No,109.8,"Python, Research"
2020,AI Researcher,Technology,10.8,High,Yes,113485,8,40.0,No,117.6,"Research, Python"
2020,AI Researcher,Technology,12.2,High,Yes,115917,5,40.0,No,101.8,"PyTorch, Research"
2020,AI Researcher,Technology,5.0,High,Yes,111925,8,40.0,No,104.2,"Research, Deep Learning"
2020,AI Researcher,Technology,16.3,High,Yes,138406,6,40.0,No,101.4,"Research, Deep Learning"
2020,AI Researcher,Technology,9.4,High,Yes,127554,3,80.0,No,103.6,"Deep Learning, Python, Research, Mathematics"
2020,AI Researcher,Technology,8.0,High,Yes,124635,3,100.0,No,80.0,"Research, Deep Learning, Mathematics, Python, PyTorch"
2020,AI Researcher,Technology,19.9,High,Yes,135677,6,80.0,No,101.5,"PyTorch, Mathematics, Python, Deep Learning"
2020,AI Researcher,Technology,20.5,High,Yes,114272,7,40.0,Yes,108.0,"Mathematics, Python"
2020,AI Researcher,Technology,9.8,High,Yes,146296,10,60.0,No,116.4,"Python, Research, Deep Learning"
2020,AI Researcher,Technology,5.0,High,Yes,133069,7,100.0,No,84.8,"Python, Deep Learning, Mathematics, PyTorch, Research"
2020,AI Researcher,Technology,8.9,High,Yes,124037,6,100.0,Yes,99.8,"Research, Python, Deep Learning, Mathematics, PyTorch"
2020,AI Researcher,Technology,5.0,High,Yes,130554,4,40.0,No,88.0,"Deep Learning, PyTorch"
2020,AI Researcher,Technology,5.0,High,Yes,138075,3,60.0,No,86.8,"PyTorch, Research, Deep Learning"
2020,AI Researcher,Technology,19.9,High,Yes,130951,8,100.0,No,102.7,"Python, Research, Deep Learning, Mathematics, PyTorch"
2020,AI Researcher,Technology,12.5,High,Yes,144644,7,100.0,No,108.8,"Deep Learning, Research, PyTorch, Mathematics, Python"
2020,AI Researcher,Technology,10.2,High,Yes,142717,6,100.0,No,109.3,"Research, Python, Deep Learning, PyTorch, Mathematics"
2020,AI Researcher,Technology,12.2,High,Yes,168259,7,60.0,No,97.8,"Research, Deep Learning, Mathematics"
2020,AI Researcher,Technology,9.8,High,Yes,107408,5,40.0,Yes,110.6,"Research, Python"
2020,AI Researcher,Technology,16.1,High,Yes,119006,1,100.0,No,94.7,"Deep Learning, Research, Python, PyTorch, Mathematics"
2020,AI Researcher,Technology,17.3,High,Yes,113486,2,60.0,No,119.6,"Mathematics, Python, Deep Learning"
2020,AI Researcher,Technology,13.4,High,Yes,125634,6,60.0,No,107.8,"Deep Learning, PyTorch, Mathematics"
2020,AI Researcher,Technology,17.0,High,Yes,119253,6,60.0,No,107.0,"Deep Learning, Mathematics, Python"
2020,AI Researcher,Technology,5.0,High,Yes,137441,6,40.0,No,96.3,"Mathematics, Python"
2020,AI Researcher,Technology,8.4,High,Yes,134086,6,80.0,Yes,101.9,"Python, Deep Learning, Research, Mathematics"
2020,AI Researcher,Technology,14.2,High,Yes,137377,6,100.0,No,105.3,"Mathematics, PyTorch, Python, Research, Deep Learning"
2020,AI Researcher,Technology,14.1,High,Yes,116238,7,100.0,Yes,87.1,"Deep Learning, PyTorch, Mathematics, Research, Python"
2020,AI Researcher,Technology,8.8,High,Yes,137136,8,60.0,No,118.0,"Deep Learning, Python, Mathematics"
2020,AI Researcher,Technology,9.9,High,Yes,126777,3,60.0,Yes,113.7,"Mathematics, PyTorch, Deep Learning"
2020,AI Researcher,Technology,9.9,High,Yes,132630,0,40.0,No,83.5,"Deep Learning, Research"
2020,AI Researcher,Technology,6.1,High,Yes,129246,0,60.0,No,80.3,"PyTorch, Mathematics, Python"
2020,AI Researcher,Technology,13.2,High,Yes,120515,7,100.0,No,82.4,"Mathematics, Python, Research, Deep Learning, PyTorch"
2020,AI Researcher,Technology,5.0,High,Yes,116262,8,100.0,Yes,85.9,"Python, Mathematics, PyTorch, Research, Deep Learning"
2020,AI Researcher,Technology,5.3,High,Yes,122126,4,40.0,No,85.4,"PyTorch, Research"
2020,AI Researcher,Technology,7.0,High,Yes,127328,7,80.0,No,93.7,"Research, Mathematics, Python, PyTorch"
2020,AI Researcher,Technology,12.6,High,Yes,147751,4,40.0,No,108.9,"Deep Learning, Research"
2020,AI Researcher,Technology,6.9,High,Yes,134712,3,80.0,No,119.2,"PyTorch, Deep Learning, Mathematics, Python"
2020,AI Researcher,Technology,5.4,High,Yes,125608,3,60.0,Yes,110.1,"PyTorch, Mathematics, Research"
2020,AI Researcher,Technology,10.1,High,Yes,100391,4,60.0,No,102.9,"PyTorch, Mathematics, Deep Learning"
2020,AI Researcher,Technology,8.1,High,Yes,159632,2,80.0,No,102.3,"Research, Deep Learning, PyTorch, Python"
2020,AI Researcher,Technology,11.0,High,Yes,119917,2,80.0,No,85.7,"PyTorch, Mathematics, Python, Research"
2020,AI Researcher,Technology,7.5,High,Yes,139183,1,60.0,No,95.8,"PyTorch, Mathematics, Research"
2020,AI Researcher,Technology,5.6,High,Yes,111987,6,60.0,No,118.0,"Mathematics, Research, Python"
2020,AI Researcher,Technology,9.9,High,Yes,110692,0,40.0,No,104.1,"Mathematics, Deep Learning"
2020,AI Researcher,Technology,7.8,High,Yes,102438,2,80.0,No,98.0,"Deep Learning, Python, Research, PyTorch"
2020,AI Researcher,Technology,8.4,High,Yes,113517,1,60.0,No,113.1,"Python, Research, PyTorch"
2020,AI Researcher,Technology,15.9,High,Yes,134015,5,40.0,No,108.4,"Mathematics, Research"
2020,AI Researcher,Technology,7.7,High,Yes,104388,4,40.0,Yes,82.5,"Python, Research"
2020,AI Researcher,Technology,7.6,High,Yes,121358,0,80.0,Yes,117.8,"Python, Deep Learning, Research, PyTorch"
2020,AI Researcher,Technology,5.0,High,Yes,139186,8,60.0,Yes,109.6,"Mathematics, Research, PyTorch"
2020,AI Researcher,Technology,5.0,High,Yes,129599,3,40.0,No,111.5,"PyTorch, Mathematics"
2020,Bank Teller,Finance,80.9,High,No,36122,4,40.0,No,116.1,"Accuracy, Customer Service"
2020,Bank Teller,Finance,90.0,High,No,36611,2,40.0,No,98.8,"Customer Service, MS Office"
2020,Bank Teller,Finance,91.0,High,No,34842,9,40.0,Yes,95.4,"Banking, Customer Service"
2020,Bank Teller,Finance,81.8,High,No,39450,4,60.0,No,87.7,"Cash Handling, Accuracy, MS Office"
2020,Bank Teller,Finance,86.3,High,No,40281,4,40.0,No,88.0,"Banking, MS Office"
2020,Bank Teller,Finance,98.0,High,No,39040,8,40.0,No,114.8,"Banking, Accuracy"
2020,Bank Teller,Finance,90.5,High,No,39475,7,80.0,No,107.4,"Banking, Cash Handling, Accuracy, Customer Service"
2020,Bank Teller,Finance,88.2,High,No,31866,2,80.0,No,81.0,"Accuracy, MS Office, Banking, Customer Service"
2020,Bank Teller,Finance,98.0,High,No,32409,1,80.0,Yes,91.0,"Accuracy, Cash Handling, Banking, Customer Service"
2020,Bank Teller,Finance,84.4,High,No,38334,5,80.0,No,112.4,"Accuracy, Customer Service, Banking, MS Office"
2020,Bank Teller,Finance,92.7,High,No,33937,8,60.0,No,117.7,"MS Office, Banking, Cash Handling"
2020,Bank Teller,Finance,85.9,High,No,38253,4,40.0,Yes,109.4,"Banking, Customer Service"
2020,Bank Teller,Finance,80.3,High,No,42471,4,40.0,No,86.5,"MS Office, Customer Service"
2020,Bank Teller,Finance,87.0,High,No,41949,7,60.0,No,100.4,"Banking, Customer Service, Accuracy"
2020,Bank Teller,Finance,92.0,High,No,31279,0,80.0,No,90.6,"Cash Handling, MS Office, Banking, Accuracy"
2020,Bank Teller,Finance,84.2,High,No,34921,9,100.0,No,89.9,"Customer Service, MS Office, Accuracy, Banking, Cash Handling"
2020,Bank Teller,Finance,87.8,High,No,40535,7,80.0,No,105.4,"Customer Service, Cash Handling, MS Office, Accuracy"
2020,Bank Teller,Finance,85.2,High,No,38845,6,80.0,No,101.5,"Banking, Customer Service, MS Office, Cash Handling"
2020,Bank Teller,Finance,83.1,High,No,41672,2,40.0,Yes,83.8,"Customer Service, MS Office"
2020,Bank Teller,Finance,90.4,High,No,41279,4,100.0,No,117.0,"Customer Service, Accuracy, MS Office, Banking, Cash Handling"
2020,Bank Teller,Finance,85.2,High,No,33727,6,100.0,No,92.2,"Accuracy, Banking, MS Office, Customer Service, Cash Handling"
2020,Bank Teller,Finance,86.9,High,No,36159,7,60.0,No,111.1,"Banking, Accuracy, MS Office"
2020,Bank Teller,Finance,81.9,High,No,28229,3,100.0,No,108.9,"Cash Handling, MS Office, Accuracy, Customer Service, Banking"
2020,Bank Teller,Finance,78.6,High,No,40994,7,40.0,No,84.8,"Customer Service, Accuracy"
2020,Bank Teller,Finance,83.2,High,No,37233,5,60.0,No,112.9,"Customer Service, MS Office, Cash Handling"
2020,Bank Teller,Finance,94.0,High,No,29680,11,60.0,No,109.4,"Cash Handling, MS Office, Accuracy"
2020,Bank Teller,Finance,88.3,High,No,34854,1,40.0,No,117.3,"MS Office, Cash Handling"
2020,Bank Teller,Finance,81.3,High,No,34848,5,80.0,No,86.9,"Customer Service, Banking, MS Office, Cash Handling"
2020,Bank Teller,Finance,78.8,High,No,38611,7,60.0,No,102.6,"Cash Handling, Customer Service, MS Office"
2020,Bank Teller,Finance,83.9,High,No,33943,0,100.0,Yes,112.5,"MS Office, Banking, Cash Handling, Customer Service, Accuracy"
2020,Bank Teller,Finance,89.3,High,No,37694,3,40.0,Yes,94.9,"Banking, Customer Service"
2020,Bank Teller,Finance,93.4,High,No,34770,2,60.0,No,117.9,"Cash Handling, Customer Service, Banking"
2020,Bank Teller,Finance,98.0,High,No,34606,5,40.0,No,101.3,"Banking, Cash Handling"
2020,Bank Teller,Finance,84.4,High,No,39768,5,60.0,Yes,92.1,"Accuracy, MS Office, Cash Handling"
2020,Bank Teller,Finance,88.2,High,No,37901,7,100.0,Yes,80.5,"Banking, Customer Service, MS Office, Cash Handling, Accuracy"
2020,Bank Teller,Finance,88.4,High,No,29671,6,60.0,No,94.1,"Cash Handling, Banking, MS Office"
2020,Bank Teller,Finance,73.8,High,No,38095,6,80.0,No,102.8,"Cash Handling, MS Office, Accuracy, Banking"
2020,Bank Teller,Finance,85.0,High,No,37177,3,80.0,No,113.3,"Accuracy, Customer Service, MS Office, Banking"
2020,Bank Teller,Finance,90.0,High,No,30547,0,80.0,No,94.2,"Banking, Cash Handling, Customer Service, MS Office"
2020,Radiologist,Healthcare,18.5,High,Yes,265740,4,60.0,No,99.4,"AI Tools, Diagnosis, Anatomy"
2020,Radiologist,Healthcare,34.6,High,Yes,246700,6,100.0,No,109.7,"AI Tools, Clinical Skills, Anatomy, Medical Imaging, Diagnosis"
2020,Radiologist,Healthcare,34.3,High,Yes,267167,6,100.0,No,99.6,"Anatomy, Medical Imaging, Clinical Skills, AI Tools, Diagnosis"
2020,Radiologist,Healthcare,29.5,High,Yes,200612,10,60.0,No,87.1,"Medical Imaging, Diagnosis, AI Tools"
2020,Radiologist,Healthcare,22.7,High,Yes,274170,0,100.0,Yes,119.4,"AI Tools, Anatomy, Clinical Skills, Medical Imaging, Diagnosis"
2020,Radiologist,Healthcare,29.8,High,Yes,242046,6,60.0,No,100.8,"Diagnosis, AI Tools, Anatomy"
2020,Radiologist,Healthcare,25.2,High,Yes,306804,4,80.0,No,119.4,"Diagnosis, Medical Imaging, AI Tools, Clinical Skills"
2020,Radiologist,Healthcare,23.7,High,Yes,221756,5,60.0,No,111.0,"Anatomy, Clinical Skills, Medical Imaging"
2020,Radiologist,Healthcare,28.4,High,Yes,237692,3,40.0,No,115.1,"Anatomy, Medical Imaging"
2020,Radiologist,Healthcare,25.9,High,Yes,243691,3,80.0,No,88.1,"Diagnosis, Medical Imaging, Clinical Skills, Anatomy"
2020,Radiologist,Healthcare,34.8,High,Yes,302485,4,60.0,No,80.7,"Anatomy, Clinical Skills, AI Tools"
2020,Radiologist,Healthcare,38.8,High,Yes,236020,3,100.0,No,119.1,"Anatomy, Diagnosis, AI Tools, Medical Imaging, Clinical Skills"
2020,Radiologist,Healthcare,22.6,High,Yes,227100,12,100.0,No,93.5,"Medical Imaging, Anatomy, AI Tools, Diagnosis, Clinical Skills"
2020,Radiologist,Healthcare,31.5,High,Yes,277423,9,60.0,No,81.4,"Clinical Skills, Anatomy, Diagnosis"
